price_in_rp,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,electricity,floors,year_built,garages, Bekasi, Bogor, Depok, Jakarta Barat, Jakarta Pusat, Jakarta Selatan, Jakarta Timur, Jakarta Utara, Tangerang
456000000,2,1,72,39,0,2200,1,2022,0,0,1,0,0,0,0,0,0,0
473000000,2,1,72,36,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
275000000,2,1,60,40,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
275000000,2,1,60,40,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
160000000,2,1,42,42,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
399000000,2,1,60,40,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
225000000,2,1,60,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
790000000,4,4,150,147,1,6600,2,2018,0,0,1,0,0,0,0,0,0,0
150000000,2,1,55,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
135000000,3,1,38,38,0,900,1,2022,0,0,1,0,0,0,0,0,0,0
437000000,2,1,113,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
250000000,2,1,60,55,0,900,1,2018,0,0,1,0,0,0,0,0,0,0
125000000,2,1,30,30,0,900,1,2020,0,0,1,0,0,0,0,0,0,0
135000000,2,1,38,38,0,900,1,2022,0,0,1,0,0,0,0,0,0,0
100000000,2,1,55,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
150000000,2,1,40,40,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
100000000,2,1,55,36,0,1300,1,2022,1,0,1,0,0,0,0,0,0,0
172000000,2,1,45,45,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,153,200,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
650000000,2,1,66,33,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1700000000,2,2,84,96,1,2200,2,2020,0,0,1,0,0,0,0,0,0,0
650000000,2,1,66,33,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
800000000,3,2,101,45,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
840000000,2,1,84,48,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
945000000,2,1,105,60,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1020000000,2,1,86,50,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1080000000,3,2,84,84,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
699000000,2,1,88,40,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
810000000,2,1,105,45,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1380000000,3,2,105,150,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
699000000,2,1,88,40,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1500000000,3,3,164,104,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1080000000,3,2,84,84,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
810000000,2,1,105,45,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1080000000,3,2,84,84,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
780000000,3,1,98,68,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
800000000,2,1,96,71,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
840000000,3,4,90,180,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
699000000,2,1,88,40,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
650000000,2,1,88,53,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
1140000000,3,2,84,76,0,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1140000000,3,2,84,76,0,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1380000000,3,2,105,150,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1080000000,3,2,84,84,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1140000000,3,2,84,76,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1140000000,3,2,84,76,0,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1380000000,3,2,105,150,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1620000000,5,2,104,180,1,2200,3,2018,1,0,1,0,0,0,0,0,0,0
810000000,2,1,105,45,1,2200,1,2018,1,0,1,0,0,0,0,0,0,0
695000000,2,1,82,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
450000000,2,1,72,72,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
850000000,3,1,131,177,0,1300,2,2016,1,0,1,0,0,0,0,0,0,0
655000000,2,1,78,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
545000000,2,1,68,36,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
2000000000,4,4,144,300,2,3300,2,2018,2,0,1,0,0,0,0,0,0,0
649000000,2,1,68,36,1,3160,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,3,4,530,270,0,3500,1,2018,4,0,1,0,0,0,0,0,0,0
688000000,2,1,74,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
400000000,2,1,80,48,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
200000000,2,1,72,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
575000000,3,2,88,55,1,1300,1,2021,0,0,1,0,0,0,0,0,0,0
1500000000,4,3,200,400,2,4400,2,2018,0,0,1,0,0,0,0,0,0,0
644000000,2,1,76,36,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
500000000,3,2,60,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
600000000,3,2,70,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
400000000,2,1,61,40,1,1300,1,2012,0,0,1,0,0,0,0,0,0,0
400000000,2,1,61,40,1,1300,1,2012,0,0,1,0,0,0,0,0,0,0
560000000,2,1,64,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
600000000,3,2,70,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
655000000,2,1,78,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
500000000,3,2,60,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
600000000,3,2,70,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
999000000,3,2,72,90,1,2200,2,2022,0,0,1,0,0,0,0,0,0,0
750000000,3,2,105,90,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
185000000,2,1,50,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
500000000,3,2,60,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
590000000,2,1,72,45,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
599000000,2,1,72,45,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
514000000,2,1,72,42,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
624000000,2,1,84,48,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
624000000,2,1,84,48,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
494000000,2,1,69,41,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
594000000,2,1,72,45,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
499000000,2,1,63,41,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
499000000,2,1,63,41,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
599000000,2,1,72,45,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
599000000,2,1,72,45,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
1100000000,3,2,84,84,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
600000000,2,1,77,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
780000000,2,1,105,55,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
752000000,3,2,82,80,0,2200,1,2021,0,0,1,0,0,0,0,0,0,0
700000000,3,3,90,80,2,2200,2,2022,1,0,1,0,0,0,0,0,0,0
650000000,2,1,66,33,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1350000000,4,3,135,90,2,4400,2,2015,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,377,277,0,4400,1,2018,0,0,1,0,0,0,0,0,0,0
770000000,3,2,77,60,1,2200,2,2022,1,0,1,0,0,0,0,0,0,0
1500000000,3,3,144,150,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,153,200,0,3500,2,2018,1,0,1,0,0,0,0,0,0,0
650000000,2,1,66,33,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
650000000,2,1,66,33,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
650000000,2,1,66,33,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1440000000,3,2,90,110,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1890000000,2,3,112,110,0,2200,2,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,2,3,144,136,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
1980000000,6,3,120,155,0,1300,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,7,5,940,450,3,4400,2,2018,2,0,1,0,0,0,0,0,0,0
2040000000,4,3,180,120,2,2200,2,2018,2,0,1,0,0,0,0,0,0,0
1980000000,6,3,120,155,0,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1440000000,4,2,198,150,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1980000000,6,3,120,155,0,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1440000000,4,2,198,150,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1440000000,4,2,198,150,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1980000000,6,3,120,155,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1440000000,4,2,198,150,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
2000000000,5,2,198,230,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
587000000,3,1,60,60,1,2200,2,2022,0,0,1,0,0,0,0,0,0,0
500000000,2,1,78,50,0,1300,1,2015,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
630000000,2,1,36,90,2,2200,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,4,2,808,350,0,3160,1,2018,0,0,1,0,0,0,0,0,0,0
633000000,2,1,72,36,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,216,307,2,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,180,249,2,3160,2,2018,0,0,1,0,0,0,0,0,0,0
569000000,4,2,82,70,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
467000000,2,2,60,49,0,2200,2,2022,1,0,1,0,0,0,0,0,0,0
570000000,4,2,82,70,1,1300,2,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,153,200,0,3500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,153,200,0,3500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,153,200,1,3500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,3,153,200,1,3500,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,5,4,270,250,0,3300,2,2005,3,0,1,0,0,0,0,0,0,0
2040000000,4,3,180,120,0,2200,2,2018,2,0,1,0,0,0,0,0,0,0
2040000000,3,3,128,200,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
2040000000,3,3,128,200,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
2040000000,3,3,128,200,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
2040000000,3,3,128,200,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1100000000,3,2,84,155,1,2200,2,2002,0,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,0,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,0,0,1,0,0,0,0,0,0,0
1440000000,4,2,198,150,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
780000000,3,2,116,85,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1980000000,6,3,120,155,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
1000000000,7,6,309,300,3,2200,2,2018,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
530000000,3,2,64,54,2,2200,2,2022,2,0,1,0,0,0,0,0,0,0
784000000,3,3,90,80,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,366,450,1,5500,1,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,4,3,502,430,0,8000,2,2018,4,0,1,0,0,0,0,0,0,0
-2147483648,4,4,625,350,2,4400,2,2009,1,0,1,0,0,0,0,0,0,0
890000000,2,2,60,55,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
810000000,2,1,90,45,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
630000000,2,1,84,70,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,165,160,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
468000000,3,2,109,90,1,1300,1,2009,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
570000000,2,1,69,72,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
-2147483648,4,2,230,300,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,2,230,300,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,215,200,2,3160,2,2018,0,0,1,0,0,0,0,0,0,0
2000000000,3,3,120,160,1,2200,2,2020,0,0,1,0,0,0,0,0,0,0
388000000,2,1,120,50,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,180,237,2,2200,3,2022,0,0,1,0,0,0,0,0,0,0
546000000,2,1,60,30,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1000000000,5,2,168,155,1,1300,1,2019,0,0,1,0,0,0,0,0,0,0
1680000000,3,2,186,110,2,1300,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,165,160,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,165,160,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1680000000,3,2,200,90,1,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1680000000,3,2,186,110,1,1300,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,165,160,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1680000000,3,2,186,110,1,1300,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,165,160,0,2200,2,2018,1,0,1,0,0,0,0,0,0,0
1680000000,3,2,200,90,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
1680000000,3,2,186,110,2,1300,2,2018,0,0,1,0,0,0,0,0,0,0
1680000000,3,2,186,110,2,1300,2,2018,0,0,1,0,0,0,0,0,0,0
1680000000,3,2,200,90,2,3500,1,2018,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,0,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1400000000,4,3,120,100,1,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,1000,276,1,2200,1,2018,2,0,1,0,0,0,0,0,0,0
2040000000,4,3,180,120,0,2200,2,2018,2,0,1,0,0,0,0,0,0,0
275000000,2,1,60,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
275000000,2,1,60,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
1680000000,3,2,200,90,0,2200,1,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,4,4,330,525,3,5500,2,2018,1,0,1,0,0,0,0,0,0,0
1500000000,3,2,128,99,2,4400,2,2018,0,0,1,0,0,0,0,0,0,0
1450000000,3,2,120,90,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,2,200,240,1,4400,2,2018,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,300,350,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
1250000000,3,2,105,110,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
1600000000,4,3,144,170,2,3160,2,2018,0,0,1,0,0,0,0,0,0,0
1450000000,3,2,105,140,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,5,4,577,600,2,3160,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,5,3,220,300,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,5,3,220,300,0,3160,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,375,400,4,4400,2,2018,2,0,1,0,0,0,0,0,0,0
1030000000,2,1,105,70,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1200000000,3,2,105,120,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,200,200,1,3300,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,160,232,2,4400,2,2018,1,0,1,0,0,0,0,0,0,0
700000000,2,1,90,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
699000000,2,1,90,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,180,237,2,4400,3,2021,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,300,381,2,3160,3,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,315,381,2,3160,3,2022,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,240,333,2,3160,3,2022,1,0,1,0,0,0,0,0,0,0
1150000000,2,1,105,45,1,1300,1,2010,0,0,1,0,0,0,0,0,0,0
-2147483648,4,3,180,237,2,2200,3,2022,0,0,1,0,0,0,0,0,0,0
900000000,3,1,81,81,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
900000000,3,2,70,90,1,2200,2,2022,0,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,0,0,1,0,0,0,0,0,0,0
1440000000,4,3,126,180,1,1300,2,2018,0,0,1,0,0,0,0,0,0,0
755000000,3,2,78,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
785000000,3,2,85,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
685000000,3,2,64,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
830000000,3,2,112,75,1,1300,1,2014,0,0,1,0,0,0,0,0,0,0
830000000,3,2,112,75,1,1300,1,2014,0,0,1,0,0,0,0,0,0,0
725000000,2,1,84,36,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
1620000000,5,2,104,180,1,2200,3,2018,0,0,1,0,0,0,0,0,0,0
400000000,2,1,72,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
280000000,2,1,50,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
495000000,2,1,96,50,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
780000000,2,1,105,55,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
780000000,2,1,105,55,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,4,4,350,370,4,2200,2,2018,4,0,1,0,0,0,0,0,0,0
1650000000,3,1,154,100,1,2200,1,2010,0,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2018,0,0,1,0,0,0,0,0,0,0
975000000,3,2,148,140,1,2200,2,2018,1,0,1,0,0,0,0,0,0,0
975000000,3,2,148,140,2,2200,2,2018,0,0,1,0,0,0,0,0,0,0
992000000,2,2,75,84,0,2200,2,2022,0,0,1,0,0,0,0,0,0,0
2040000000,4,3,180,120,0,2200,2,2018,2,0,1,0,0,0,0,0,0,0
2040000000,4,3,180,120,2,2200,2,2018,2,0,1,0,0,0,0,0,0,0
1000000000,2,2,210,67,1,1300,1,2019,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,347,303,1,10000,2,2015,2,0,1,0,0,0,0,0,0,0
-2147483648,4,4,508,278,2,5500,2,2018,0,0,1,0,0,0,0,0,0,0
2040000000,3,3,128,200,1,2200,2,2018,0,0,1,0,0,0,0,0,0,0
798000000,2,2,60,61,2,2200,2,2020,0,0,1,0,0,0,0,0,0,0
590000000,2,2,60,40,2,3160,2,2022,0,0,1,0,0,0,0,0,0,0
749000000,3,1,72,48,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
674000000,2,1,72,39,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
516000000,2,1,60,27,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
516000000,2,1,60,27,1,2200,1,2024,0,0,1,0,0,0,0,0,0,0
655000000,3,2,64,60,1,1300,2,2022,2,0,1,0,0,0,0,0,0,0
782000000,2,2,60,61,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
460000000,2,1,27,60,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
800000000,2,2,60,61,2,2200,1,2018,2,0,1,0,0,0,0,0,0,0
475000000,2,1,72,36,0,1300,1,2018,0,0,1,0,0,0,0,0,0,0
450000000,2,1,72,36,1,1300,1,2018,0,0,1,0,0,0,0,0,0,0
400000000,2,2,120,90,1,3160,1,2020,0,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
168000000,1,1,66,24,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
500000000,2,2,60,48,1,2200,1,2022,1,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,2,2021,0,0,1,0,0,0,0,0,0,0
619000000,2,1,90,36,1,1300,1,2021,1,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
875000000,2,2,105,56,0,1300,1,2021,0,0,1,0,0,0,0,0,0,0
908000000,2,1,125,48,1,1300,1,2020,1,0,1,0,0,0,0,0,0,0
651000000,2,1,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
651000000,2,1,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
651000000,2,1,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
651000000,2,1,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
651000000,2,1,84,45,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1070000000,3,3,84,95,1,2200,1,2020,1,0,1,0,0,0,0,0,0,0
535000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
535000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
535000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
661000000,2,1,84,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
1160000000,3,3,84,95,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
921000000,2,1,125,48,1,1300,1,2020,2,0,1,0,0,0,0,0,0,0
500000000,2,1,72,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
650000000,2,1,90,51,2,1300,1,2010,0,0,1,0,0,0,0,0,0,0
551000000,2,1,70,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
980000000,2,1,125,48,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
655000000,3,2,64,60,1,1300,2,2022,2,0,1,0,0,0,0,0,0,0
800000000,2,1,60,42,1,2200,1,2022,1,0,1,0,0,0,0,0,0,0
1200000000,3,2,165,74,1,2200,2,2022,1,0,1,0,0,0,0,0,0,0
700000000,3,2,68,62,1,2200,2,2022,1,0,1,0,0,0,0,0,0,0
1350000000,3,2,94,96,1,2200,1,2022,0,0,1,0,0,0,0,0,0,0
685000000,3,2,64,60,1,1300,2,2022,0,0,1,0,0,0,0,0,0,0
514000000,2,1,60,22,0,2200,1,2022,0,0,1,0,0,0,0,0,0,0
798000000,3,2,72,70,2,2200,2,2022,0,0,1,0,0,0,0,0,0,0
75000000,2,1,60,30,1,900,1,2019,1,0,1,0,0,0,0,0,0,0
455000000,2,1,65,36,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
931000000,2,2,60,72,2,2200,2,2019,0,0,1,0,0,0,0,0,0,0
410000000,2,1,60,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
900000000,3,2,70,90,1,2200,2,2022,0,0,1,0,0,0,0,0,0,0
440000000,2,1,61,40,0,1300,1,2022,0,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
466000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
400000000,2,1,60,40,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
800000000,3,2,70,60,1,2200,2,2022,0,0,1,0,0,0,0,0,0,0
750000000,3,2,70,60,1,2200,2,2022,0,0,1,0,0,0,0,0,0,0
450000000,2,1,72,36,1,1300,1,2015,0,0,1,0,0,0,0,0,0,0
390000000,2,1,72,45,0,1300,1,2018,1,0,1,0,0,0,0,0,0,0
400000000,2,1,72,36,1,1300,1,2022,1,0,1,0,0,0,0,0,0,0
330000000,2,1,72,60,1,1300,1,2019,0,0,1,0,0,0,0,0,0,0
300000000,2,1,72,60,1,1300,1,2019,1,0,1,0,0,0,0,0,0,0
265000000,2,1,67,36,0,900,1,2019,1,0,1,0,0,0,0,0,0,0
499000000,3,2,66,41,1,1300,2,2018,1,0,1,0,0,0,0,0,0,0
225000000,2,1,60,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
-2147483648,5,5,180,450,0,2200,3,2018,2,0,1,0,0,0,0,0,0,0
300000000,3,1,72,45,1,3160,1,2010,0,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
470000000,2,1,147,40,1,1300,1,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,3,2,1068,400,2,3160,2,2018,1,0,1,0,0,0,0,0,0,0
-2147483648,3,3,238,154,0,2200,2,2018,0,0,1,0,0,0,0,0,0,0
-2147483648,3,3,924,220,2,5500,2,2018,2,0,1,0,0,0,0,0,0,0
-2147483648,3,2,600,220,4,5500,2,2013,2,0,1,0,0,0,0,0,0,0
-2147483648,3,3,600,220,2,5500,2,2018,1,0,1,0,0,0,0,0,0,0
395000000,2,1,72,36,1,1300,1,2022,0,0,1,0,0,0,0,0,0,0
